iter	RMSE
375	8214.558056
376	8189.386007
377	8166.547428
378	8141.619365
379	8128.041964
380	8103.950469
381	8080.28691
382	8058.066584
383	8034.224361
384	8017.608957
385	7991.268899
386	7971.838299
387	7961.51694
388	7943.856262
389	7912.058892
390	7901.053266
391	7885.525645
392	7868.007501
393	7846.315288
394	7817.687634
395	7800.434921
396	7788.289366
397	7777.913908
398	7754.0312
399	7740.66491
400	7719.057191
401	7706.171465
402	7689.545476
403	7658.549898
404	7638.442433
405	7613.929102
406	7599.601124
407	7581.030471
408	7565.115426
409	7547.548406
410	7534.433932
411	7510.634759
412	7491.858526
413	7481.228194
414	7457.074174
415	7438.484726
416	7422.170977
417	7396.208022
418	7367.888652
419	7341.753328
420	7314.52002
421	7304.560347
422	7283.809341
423	7274.214765
424	7249.000191
425	7231.503428
426	7220.660522
427	7206.288316
428	7197.682284
429	7183.417926
430	7170.413753
431	7146.797189
432	7136.175245
433	7121.699736
434	7105.566366
435	7087.86264
436	7068.856682
437	7057.0768
438	7039.286744
439	7025.93744
440	7015.090432
441	6992.756211
442	6968.964599
443	6959.794558
444	6949.689709
445	6940.85981
446	6931.272756
447	6910.699125
448	6888.645985
449	6874.914357
450	6857.853197
451	6844.755269
452	6830.679771
453	6815.932569
454	6801.107609
455	6786.515984
456	6770.188606
457	6757.799696
458	6743.889695
459	6735.475099
460	6719.289634
461	6711.914297
462	6703.737349
463	6686.954159
464	6671.823458
465	6657.270294
466	6638.229965
467	6633.243707
468	6622.213902
469	6603.938542
470	6599.277814
471	6594.816006
472	6581.291276
473	6577.723238
474	6561.541786
475	6543.186389
476	6531.96411
477	6521.401223
478	6503.756963
479	6499.152515
480	6495.827789
481	6480.480235
482	6475.05878
483	6464.556743
484	6449.727118
485	6433.459961
486	6430.332946
487	6415.117307
488	6403.061022
489	6398.895448
490	6394.885254
491	6379.146483
492	6358.738354
493	6353.820135
494	6351.009172
495	6334.853228
496	6318.873579
497	6316.142275
498	6302.987005
499	6284.930253
500	6282.268115
501	6276.14991
502	6273.626466
503	6271.182123
504	6257.212784
505	6242.04157
506	6226.051083
507	6217.791073
508	6200.086256
509	6196.373244
510	6188.197355
511	6174.545892
512	6156.350661
513	6143.181629
514	6133.869193
515	6130.511613
516	6128.243468
517	6113.603794
518	6095.973911
519	6084.224041
520	6067.588751
521	6051.066033
522	6046.031645
523	6042.857917
524	6031.295974
525	6017.490675
526	6002.138853
527	5994.915559
528	5987.961121
529	5981.262776
530	5961.479323
531	5958.087892
532	5954.859614
533	5938.524245
534	5932.569471
535	5924.851294
536	5922.872152
537	5909.772215
538	5894.546612
539	5882.323072
540	5880.403696
541	5869.787483
542	5864.225983
543	5853.529135
544	5839.377184
545	5836.309927
546	5823.029521
547	5815.024261
548	5805.374766
549	5787.323711
550	5775.359415
551	5772.262085
552	5762.889441
553	5749.290877
554	5739.185717
555	5729.094499
556	5717.561041
557	5711.223889
558	5705.120862
559	5702.118677
560	5685.322036
561	5673.306448
562	5659.731758
563	5657.973652
564	5646.770847
565	5633.380057
566	5630.431179
567	5620.535048
568	5609.572585
569	5599.475765
570	5589.006283
571	5577.287186
572	5565.628299
573	5556.627674
574	5547.956525
575	5545.099474
576	5535.215928
577	5525.566484
578	5523.345205
579	5514.630747
580	5502.88791
581	5488.755713
582	5479.416355
583	5466.147874
584	5459.091256
585	5447.444747
586	5438.989802
587	5429.036228
588	5421.979697
589	5419.191111
590	5411.325929
591	5398.800872
592	5390.056119
593	5378.057882
594	5368.497937
595	5353.340464
596	5345.424575
597	5342.06152
598	5334.191218
599	5326.860958
600	5315.872843
601	5306.691108
602	5294.756091
603	5280.924084
604	5276.707927
605	5275.28236
606	5268.042513
607	5258.999662
608	5249.839227
609	5247.568698
610	5239.057801
611	5233.636585
612	5221.368571
613	5213.785864
614	5201.87942
615	5193.346725
616	5182.0019
617	5169.201096
618	5166.107015
619	5156.129043
620	5145.677594
621	5137.587613
622	5130.759013
623	5119.799823
624	5111.255109
625	5100.047431
626	5092.677709
627	5083.849564
628	5082.537098
629	5070.646503
630	5060.757242
631	5052.857454
632	5041.894805
633	5037.164223
634	5030.869868
635	5022.258191
636	5013.380523
637	5005.770305
638	4998.367324
639	4992.217298
640	4982.026001
641	4975.527152
642	4968.414292
643	4961.190833
644	4953.354003
645	4943.225819
646	4930.59498
647	4925.156429
648	4918.605813
649	4913.523388
650	4904.23427
651	4895.660368
652	4891.595448
653	4887.52285
654	4876.84623
655	4869.042749
656	4862.808149
657	4857.485129
658	4855.59438
659	4851.768715
660	4843.262937
661	4842.12647
662	4831.772852
663	4824.433819
664	4817.90938
665	4809.351958
666	4806.76999
667	4798.267953
668	4797.191729
669	4791.415761
670	4783.028802
671	4774.861533
672	4767.875753
673	4756.723226
674	4751.055619
675	4741.928656
676	4735.909081
677	4731.191009
678	4721.871612
679	4718.14725
680	4712.073977
681	4708.439478
682	4701.907869
683	4692.248625
684	4688.699505
685	4685.239441
686	4677.241268
687	4673.953957
688	4670.749087
689	4663.303532
690	4660.31269
691	4654.978156
692	4643.662596
693	4635.950593
694	4630.850627
695	4622.531228
696	4614.919195
697	4607.2652
698	4600.534155
699	4597.641663
700	4594.821931
701	4587.660663
702	4583.502143
703	4576.634667
704	4569.124648
705	4560.016922
706	4553.121967
707	4545.593941
708	4537.583333
709	4525.375923
710	4517.665141
711	4513.03848
712	4505.997815
713	4498.363918
714	4490.686261
715	4484.628273
716	4480.278869
717	4473.78636
718	4469.098104
719	4458.931921
720	4450.216214
721	4444.79688
722	4439.396702
723	4430.905297
724	4424.501777
725	4418.518035
726	4414.286201
727	4412.577272
728	4408.240563
729	4406.617079
730	4396.210936
731	4394.695398
732	4388.989429
733	4380.590416
734	4377.188943
735	4370.884986
736	4368.497632
737	4360.692551
738	4352.427266
739	4347.736289
740	4342.087875
741	4330.499438
742	4325.117468
743	4322.702329
744	4314.990943
745	4312.630667
746	4306.403278
747	4300.275978
748	4292.17759
749	4285.596086
750	4280.354882
751	4274.970552
752	4267.277473
753	4259.014717
754	4253.435372
755	4245.744372
756	4239.660985
757	4234.119431
758	4225.250462
759	4216.121663
760	4211.358695
761	4202.708979
762	4195.060285
763	4190.152785
764	4182.434464
765	4179.000636
766	4171.161853
767	4164.905832
768	4159.815568
769	4149.854131
770	4145.735805
771	4138.640088
772	4133.527412
773	4128.495412
774	4126.758605
775	4119.927839
776	4110.686375
777	4102.943606
778	4096.728626
779	4092.665059
780	4087.952651
781	4084.729055
782	4080.400473
783	4072.421143
784	4068.237624
785	4062.405594
786	4055.496796
787	4051.860612
788	4046.522914
789	4039.76871
790	4036.176305
791	4030.109504
792	4024.507256
793	4017.070285
794	4013.146065
795	4011.546518
796	4007.609452
797	4006.834552
798	4000.602115
799	3995.328711
800	3987.795171
801	3982.657371
802	3978.23266
803	3970.586194
804	3967.568798
805	3962.947888
806	3956.317019
807	3951.490437
808	3949.810818
809	3948.353119
810	3941.543796
811	3934.053784
812	3927.899707
813	3921.056136
814	3914.489048
815	3908.351753
816	3904.261302
817	3900.579058
818	3895.332023
819	3887.517589
820	3881.043115
821	3874.240488
822	3868.33835
823	3861.281833
824	3857.067342
825	3848.671403
826	3845.083617
827	3840.992069
828	3838.932574
829	3835.065795
830	3828.577387
831	3823.119999
832	3818.759326
833	3813.971946
834	3808.908916
835	3804.873439
836	3801.972443
837	3794.664456
838	3792.170519
839	3787.601128
840	3781.282626
841	3775.416993
842	3773.426195
843	3765.905304
844	3762.507899
845	3757.853212
846	3751.495526
847	3746.554936
848	3743.797549
849	3740.177384
850	3735.684792
851	3730.573556
852	3729.030642
853	3724.969458
854	3719.001021
855	3716.661912
856	3712.899781
857	3709.678811
858	3703.014918
859	3698.810518
860	3692.483148
861	3688.287502
862	3685.675413
863	3681.956948
864	3677.650335
865	3674.533522
866	3668.306404
867	3661.418452
868	3658.390855
869	3652.498435
870	3651.150998
871	3647.105694
872	3644.567869
873	3638.810146
874	3633.060734
875	3627.906302
876	3624.710979
877	3619.050753
878	3615.023524
879	3610.361365
880	3605.770721
881	3599.248835
882	3592.952991
883	3589.86612
884	3582.896695
885	3577.131979
886	3573.060157
887	3567.796496
888	3563.080365
889	3558.996853
890	3556.436203
891	3552.704699
892	3549.549071
893	3544.565472
894	3541.502387
895	3537.831503
896	3531.469638
897	3523.953912
898	3518.392679
899	3515.37996
900	3511.715793
901	3505.810741
902	3500.476683
903	3497.79214
904	3492.998391
905	3490.096732
906	3488.795446
907	3485.483459
908	3481.987639
909	3478.483934
910	3475.571176
911	3470.305263
912	3464.645912
913	3460.616204
914	3455.7781
915	3451.572289
916	3448.56619
917	3443.143041
918	3441.890871
919	3437.950951
920	3432.388952
921	3427.457642
922	3424.360156
923	3417.856019
924	3414.435249
925	3409.867691
926	3404.576891
927	3399.827864
928	3396.220174
929	3391.015309
930	3388.191731
931	3384.150171
932	3381.408574
933	3378.02408
934	3371.963973
935	3367.06525
936	3364.08482
937	3360.020599
938	3355.095792
939	3352.161966
940	3349.681836
941	3346.492203
942	3341.14703
943	3336.909556
944	3332.924906
945	3330.83147
946	3328.548529
947	3326.407618
948	3324.456146
949	3320.253305
950	3317.255966
951	3313.6187
952	3308.264868
953	3304.073612
954	3299.833633
955	3297.281698
956	3293.916135
957	3291.410342
958	3287.45279
959	3283.022948
960	3278.054119
961	3273.317465
962	3269.720312
963	3265.85045
964	3263.456584
965	3260.13077
966	3254.930317
967	3251.187222
968	3246.945886
969	3243.783744
970	3240.183925
971	3236.758798
972	3233.510834
973	3230.406658
974	3225.444617
975	3221.938604
976	3220.438218
977	3218.110875
978	3214.754987
979	3210.909758
980	3206.522651
981	3204.575325
982	3202.313277
983	3198.111788
984	3195.995059
985	3192.223265
986	3191.007412
987	3188.221074
988	3186.466838
989	3185.466403
990	3182.704154
991	3179.088592
992	3175.08126
993	3169.431067
994	3168.478145
995	3164.451306
996	3162.89355
997	3160.905949
998	3153.942097
999	3149.130366
